"CHPE"	"CHSX"	"DIDE"	"DIME"	"PELO"	"PEPA"	"NELE"	"PEBO"	"PECR"	"PEER"	"PEMA"	"PESX"	"PETR"	"TAPA"	"CHFA"	"CHFO"	"CHSP"	"ONTO"	"AMLE"	"MUMU"	"NEDE"	"AMHA"	"TADR"	"DIPA"	"MICA"	"REME"	"CALU"	"ODHE"	"PEKE"	"NEVI"	"SOMO"	"CACA"	"MILO"	"LOCA"	"URAM"	"SOCI"	"URSX"	"MYRU"	"SYBO"	"ZATR"	"MYCA"	"MIOR"	"NECI"	"NEFU"	"MUER"	"GLSA"	"TATO"	"NEGI"	"SOBA"	"SOPC"	"SOSO"	"SOTR"	"SOVA"	"TADO"	"SCOR"	"SYBA"	"SPBE"	"DIVI"	"MITO"	"CHBA"	"CHIN"	"SYAU"	"NEAL"	"SPTE"	"PEAM"	"SYFL"	"NEST"	"DIOR"	"PELE"	"MYGA"	"MIMO"	"TAMI"	"THTA"	"MIRI"	"MUFR"	"TAAM"	"SOSX"	"ZAPR"	"NOCR"	"DIMI"	"MIPE"	"SYCO"	"BLBR"	"SOFU"	"NAIN"	"OCNU"	"PEGO"	"REFU"	"SPLA"	"SPTO"	"CALA"	"LECA"	"ONLE"	"MASU"	"NICO"	"NIFU"	"RARA"	"MUPA"	"HYSU"	"BAIN"	"RATZ"	"CRFU"	"CRRU"	"LEED"	"CRHO"	"HEFU"	"HYAE"	"HYPA"	"HYST"	"MALO"	"PRTU"	"CRBA"	"CRCR"	"CRGO"	"CRGR"	"SYJO"	"SYOL"	"DEFE"	"GRKU"	"HYUN"	"LONU"	"PASC"	"SYC."	"MUMI"	"CRDO"	"SURE"	"STLO"	"LECU"	"CRHD"	"CRMU"	"CRPO"	"COSN"	"CROL"	"CRDE"	"CRLU"	"CRNI"	"SYKO"	"HBSX"	"HYSX"	"LOSP"	"MLSX"	"PRSP"	"SYNU"	"COGO"	"HYLU"	"HYAL"	"LEST"	"LOFL"	"LOLU"	"OEHY"	"PRJA"	"GRPO"	"LOSI"	"STSP"	"ONZI"	"ZAHU"	"RANO"	"MUNI"	"PABR"	"TAST"	"HOSC"	"OESP"	"OETR"	"OLFU"	"SIAT"	"SIHI"	"ZYBR"	"DIMA"	"MARO"	"MOBR"	"PRGU"	"HEAN"	"HOAL"	"ORCO"	"PEAZ"	"RESU"	"SIAL"	"LIPI"	"MISP"	"TASX"	"NEAM"	"ONAR"	"PEFL"	"SPSP"	"AKSN"	"OECA"	"OERO"	"OREM"	"ORMC"	"RHMA"	"MAMU"	"MIDE"	"MOSP"	"PHOP"	"PRCU"	"PRGO"	"PRRO"	"LESA"	"CANI"	"CANO"	"SULO"	"TUGL"	"RATI"	"LNCA"	"MARA"	"RAEX"	"SUMU"	"RHLA"	"SOAC"	"NEMI"	"PEFS"	"THUM"	"PEME"	"SIAR"	"MRME"	"PHRO"	"ALBA"	"ALSI"	"CAPA"	"DISA"	"EUNA"	"SACR"	"SAKO"	"RHOP"	"ALCU"	"EOPR"	"ALBU"	"PYPU"	"STAN"	"PHIN"	"SOBE"	"CHHI"	"MIOC"	"REMO"	"SPTR"	"PEFA"	"MIPI"	"CRPA"	"SCAQ"	"GLVO"	"DICA"	"TASI"	"MICH"	"TAHU"	"SODI"	"DIAG"	"NESX"	"PECA"	"CHCA"	"DIHE"	"DISX"	"DIVE"	"TAME"	"SOOR"	"MIAR"	"MYGL"	"APFL"	"APUR"	"SOAR"	"SOMI"	"MIOE"	"APAG"	"GRMU"	"LERO"	"MANA"	"STPR"	"CRHI"	"ACWI"	"AEHI"	"GRDO"	"PAOC"	"CRJA"	"RHNI"	"PRGY"	"NESQ"	"RHLE"	"NYCO"	"CHGL"	"CIMA"	"MAWH"	"NICR"	"PTLO"	"CAPR"	"PEVO"	"TUMI"	"TUSP"	"TUTA"	"CCCR"	"MISU"	"APSY"	"MIMI"	"CRLE"	"CRSU"	"NEFO"	"BLHY"	"ORPA"	"NEFL"	"GELE"	"SACA"	"SPRI"	"SOHO"	"COCR"	"TRFA"	"MABA"	"HYSP"	"SUBR"	"SUHI"	"TUGR"	"TULO"	"HEBR"	"CLCA"	"CATE"	"NELA"	"OLSP"	"ORSU"	"DIAL"	"THVE"	"THCE"	"ACSP"	"AECH"	"GEBO"	"MUMD"	"MUSP"	"MUTR"	"PLFA"	"DEMY"	"CRSP"	"MINA"	"OTIR"	"RHPU"	"CRCY"	"CRFL"	"CRMA"	"MSCA"	"MYVA"	"SUIN"	"SULI"	"OTAN"	"CAPH"	"NEPA"	"OERU"	"ORMA"	"MEHI"	"MENU"	"NEDU"	"NERA"	"OEBI"	"OERE"	"CAAP"	"AKAZ"	"CLLA"	"CAMU"	"HOBR"	"NEOB"	"OLFL"	"LUCR"	"MODI"	"GACU"	"SCCA"	"ARAM"	"MIAG"	"CHNI"	"GLGL"	"MUAV"	"NEAN"	"SOAL"	"TAEU"	"ABLO"	"OLLO"	"IRTA"	"DRGL"	"ABOL"	"CHMA"	"GEVA"	"LOMI"	"ARRU"	"CSCA"	"ATMA"	"LAIN"	"SUTE"	"SUET"	"MAIN"	"CAER"	"PAHE"	"DRRU"	"ELTY"	"GRGR"	"AKMO"	"THEL"	"PHXA"	"ANBE"	"DAHA"	"MEBU"	"MEGO"	"PSDE"	"RACO"	"RATU"	"ISMA"	"TRVU"	"MUPL"	"FUTR"	"GOEL"	"MABL"	"OECO"	"OLEL"	"GRAG"	"ABBE"	"PHDA"	"ORCU"	"OCDE"	"SPAR"	"SONA"	"PENA"	"SOPR"	"MIME"	"THBO"	"ELIN"	"GEBR"	"CRBU"	"CRLA"	"CRCS"	"GRLO"	"GEKE"	"URRU"	"MAER"	"NYPY"	"BEBE"	"MUCE"	"NILA"	"RAAN"	"TUBE"	"MRMI"	"OLMI"	"ORNI"	"ORSP"	"MADO"	"MICO"	"PRBR"	"TAQA"	"CLLN"	"MANO"	"PHAN"	"BLCA"	"MEBE"	"SOPA"	"ARAL"	"THSX"	"CCBA"	"CRLO"	"TASB"	"OCDA"	"OCER"	"SPDA"	"APSP"	"OCTH"	"ALRO"	"CRMI"	"ALST"	"MDME"	"MIPA"	"DISP"	"ONSP"	"BATA"	"CRCA"	"COLE"	"TATA"	"BAAS"	"CHNE"	"PETA"	"LYRU"	"AMIN"	"SPME"	"MEME"	"ODVI"	"SPVA"	"SIOC"	"ANAM"	"CYLU"	"PEPE"	"BIBI"	"CUPA"	"DANO"	"DALE"	"PRSE"	"PRCA"	"SCGT"	"ECSE"	"RHSX"	"NESP"	"OESU"	"RHCO"	"MYPR"	"MAPA"	"MASX"	"MIRE"	"PRSX"	"SCSP"	"CETH"	"LYVE"	"LYGY"	"AKMN"	"AKSE"	"OXHI"	"MASN"	"PHME"	"LEPA"	"LEWT"	"PUYA"	"NANA"	"CATA"	"CHBR"	"DASE"	"EIBA"	"EUSE"	"GAVI"	"SYBR"	"AKCU"	"BRBR"	"THNI"	"SCAE"	"CAMO"	"CEAP"	"COPR"	"PUCO"	"TYSX"	"MYTR"	"DEDO"	"NEMA"	"DISI"	"DIST"	"LIIR"	"ORRO"	"REMC"	"RASP"	"ORCH"	"PELV"	"PEOC"	"CRME"	"SOSA"	"PELM"	"NEMG"	"SOLO"	"REHU"	"ARLO"	"TAKT"	"OLFO"	"OLNI"	"OXRO"	"THLA"	"DASP"	"CHMI"	"MOAM"	"MOKU"	"THAP"	"MAAM"	"LEAM"	"OXAM"	"MADI"	"MEST"	"CHPF"	"ORNM"	"PRBS"	"ORMY"	"MOAD"	"PRSI"	"ORYU"	"SIFU"	"CAIR"	"MALE"	"MARU"	"DADA"	"ISBI"	"MAMO"	"POFL"	"RESX"	"SISP"	"SDSX"	"TAUM"	"NESN"	"NEAP"	"OEPA"	"ORPE"	"SCME"	"DAFU"	"HYKA"	"MABI"	"MAMA"	"PRQU"	"MIFL"	"SCIG"	"ORGA"	"URCI"	"VUMA"	"ERDO"	"GEAR"	"NEME"	"CEEL"	"PRLO"	"URAR"	"SCGR"	"SCLA"	"OVCA"	"SPGR"	"GEPI"	"PEPO"	"SCNI"	"SYPA"	"TLCA"	"LEWI"	"PAON"	"SYCU"	"SIMA"	"XENE"	"MEMA"	"SPPY"	"SCCO"	"NYSU"	"ORME"	"OSBA"	"PEPF"	"ALAL"	"RATA"	"LYCA"	"SYTR"	"GUGU"	"MAPE"	"VUVU"	"THMO"	"MAFL"	"TASE"	"SPBD"	"TAQU"	"TASP"	"VUVE"	"GEBU"	"LETO"	"SPFR"	"BAMU"	"LECL"	"SOAZ"	"ARNI"	"CRLS"	"GEGE"	"GENA"	"GENI"	"GESX"	"GETA"	"MAHU"	"TAAR"	"XEER"	"MUMA"	"PRRS"	"MUSE"	"PRDA"	"CRTH"	"GEGU"	"ARAN"	"LELI"	"MUBA"	"HEGA"	"LEZE"	"TAGR"	"RHDI"	"MACO"	"MYUN"	"CRFS"	"CRNA"	"GESP"	"STCA"	"CRFO"	"DEME"	"LEBE"	"CRGA"	"SUME"	"PRMI"	"ANFL"	"FECA"	"HYCH"	"ANST"	"CENA"	"PHTA"	"ACPY"	"ANSW"	"ISOB"	"PMNA"	"RAFU"	"RALU"	"SMLE"	"GECH"	"JAJA"	"MECR"	"MELI"	"HYPL"	"MAED"	"CREM"	"CRJU"	"CRNG"	"MECE"	"RALE"	"URCA"
"1008"	480	434	161	284	472	553	476	240	532	493	530	495	464	258	0	305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1009"	127	367	0	528	456	0	220	367	161	229	80	80	434	0	220	367	144	258	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1010"	0	127	80	220	472	0	144	533	386	532	0	367	367	0	0	144	80	0	0	434	434	258	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1011"	0	0	0	360	161	0	80	352	0	0	446	0	0	0	0	0	0	258	80	0	0	0	0	80	258	495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1012"	161	367	495	356	258	0	538	476	451	523	553	515	193	0	367	178	161	0	258	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"1001"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	567	567	486	80	533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
